task,profile_mode,split,query_uid,trace_order,query_index,workload_profile,graph_signature,rep_count,logical_memory_loaded_bytes,logical_key_loaded_bytes,logical_value_loaded_bytes,quant_kv_attention_calls,int_gemm_call_count,cache_hits,cache_misses,cache_skips,fallback_count,query_wall_ms,query_gpu_ms,encoder_wall_ms,decoder_wall_ms,cache_load_wall_ms,online_nog_prefix_wall_ms,cache_assembly_wall_ms,suffix_wall_ms,prefix_transformer_gpu_ms,suffix_gnn_gpu_ms,suffix_transformer_gpu_ms,dense_fc_gpu_ms,attention_gpu_ms,norm_residual_other_gpu_ms,quant_kv_attention_gpu_ms,kv_prepare_gpu_ms,int_qk_gpu_ms,softmax_prob_quant_gpu_ms,int_pv_gpu_ms,gnn_score_gpu_ms,gnn_message_gpu_ms,gnn_update_gpu_ms,gnn_other_gpu_ms
arxiv,cache_bf16,val,arxiv:val:000010:734b087b8f518269,10,10,large_h6_n10_s100_wikics_arxiv,734b087b8f5182690f6917df19e1b75fcc1ab683af3f29e5ab7c61b67b706a93,3,0,0,0,0,0,51,0,1,0,1046.169234,1046.1331787109375,634.334567,413.161896,103.23222354054451,27.53389999270439,6.349959410727024,440.72749838232994,19.128799438476562,94.03891277313232,345.3231658935547,91.34006398916245,0.0,273.1119013428688,0.0,0.0,0.0,0.0,0.0,62.67568016052246,3.000384032726288,25.888192176818848,2.466912090778351
arxiv,cache_bf16,val,arxiv:val:000011:218fb05804b34902,11,11,large_h6_n10_s100_wikics_arxiv,218fb05804b34902580b9c384ae4f6815b6ac7a814598f271d8ec7c8cc9d1e97,3,0,0,0,0,0,55,0,1,0,1013.515481,1013.4746704101562,707.674361,305.558535,111.71486787497997,27.360949665308,6.857973523437977,514.0121402218938,19.11257553100586,122.15855979919434,390.11424255371094,97.70876795053482,0.0,311.3642594218254,0.0,0.0,0.0,0.0,0.0,86.57238388061523,4.319712042808533,27.965087413787842,3.309889018535614
arxiv,cache_bf16,val,arxiv:val:000012:d60fe2ae03f6eac8,12,12,large_h6_n10_s100_wikics_arxiv,d60fe2ae03f6eac84a1f19401647d5cb09163cbf2fc00ebcf0082f9223ce47bb,3,0,0,0,0,0,47,0,1,0,991.499089,991.4636840820312,600.987252,391.065971,91.44839085638523,27.506512589752674,5.743315443396568,416.4112666621804,19.095136642456055,100.12505722045898,315.1141777038574,84.77667212486267,0.0,249.4326422214508,0.0,0.0,0.0,0.0,0.0,69.77840042114258,3.4257280230522156,24.23465585708618,2.686272919178009
arxiv,cache_bf16,val,arxiv:val:000013:268cba3e8bea6bbc,13,13,large_h6_n10_s100_wikics_arxiv,268cba3e8bea6bbc958504f9100b127a0e6c38ffb04407559a4f1b8afca109db,3,0,0,0,0,0,64,0,1,0,1124.496875,1124.4595947265625,815.194232,309.21221,134.95124876499176,27.525268495082855,7.909145206212997,569.8362635448575,19.077760696411133,141.51155471801758,426.7736282348633,112.19324818253517,0.0,333.65814074873924,0.0,0.0,0.0,0.0,0.0,99.82912063598633,5.057600021362305,32.82044792175293,3.8093760013580322
arxiv,cache_bf16,val,arxiv:val:000014:27e07c074f120390,14,14,large_h6_n10_s100_wikics_arxiv,27e07c074f120390a136a24ac21a396b7ae25d63ea5fab508a8ee0aa47af7f4e,3,0,0,0,0,0,26,0,1,0,661.688457,661.6566772460938,336.221639,325.334676,48.020157031714916,27.506249956786633,3.308793529868126,222.17366006225348,19.083072662353516,45.19536018371582,176.20675086975098,51.02544015645981,0.0,144.2367668747902,0.0,0.0,0.0,0.0,0.0,29.4138240814209,1.3743999749422073,13.200223922729492,1.2069122046232224
arxiv,cache_bf16,val,arxiv:val:000015:9024ef9ec454b547,15,15,large_h6_n10_s100_wikics_arxiv,9024ef9ec454b5478893dc819578d8713e5a8398e93d9359ead4ec0b7f1c7d4e,3,0,0,0,0,0,62,0,1,0,1074.60859,1074.5732421875,766.348655,308.627511,113.69533278048038,27.38489117473364,7.646144367754459,545.7256939262152,19.0897274017334,130.16374397277832,414.3217544555664,108.95046356320381,0.0,324.4636752307415,0.0,0.0,0.0,0.0,0.0,90.34000015258789,4.45196807384491,31.844160556793213,3.4776321053504944
arxiv,cache_bf16,val,arxiv:val:000016:7e1664ccf8593701,16,16,large_h6_n10_s100_wikics_arxiv,7e1664ccf8593701c6c8c2050a1018d04804245f371bd4eff878cb6153c7af9a,3,0,0,0,0,0,36,0,1,0,811.108497,811.074951171875,455.033164,356.285203,67.29781348258257,27.48703770339489,4.5103710144758224,308.6463315412402,19.086463928222656,65.35606479644775,242.2770233154297,66.99862399697304,0.0,194.3648632466793,0.0,0.0,0.0,0.0,0.0,43.02886390686035,2.0166720151901245,18.60313582420349,1.7141445875167847
arxiv,cache_bf16,val,arxiv:val:000017:7ad1ef9d9566a25d,17,17,large_h6_n10_s100_wikics_arxiv,7ad1ef9d9566a25d388509e1100cc3c7f10c255cea9ac15eba4fcc516975eab1,3,0,0,0,0,0,64,0,1,0,1212.392925,1212.35546875,817.589984,395.130367,133.4731299430132,27.382366359233856,8.214089088141918,577.8252305462956,19.04630470275879,149.30380821228027,427.0215377807617,112.17225581407547,0.0,333.9018903374672,0.0,0.0,0.0,0.0,0.0,107.01388931274414,5.35974395275116,32.84860801696777,4.055359959602356
arxiv,cache_bf16,val,arxiv:val:000018:98b4c6d0d8b5843b,18,18,large_h6_n10_s100_wikics_arxiv,98b4c6d0d8b5843b73ad7e8e529a19b402ae2295c0781a0c0395f6b729379c34,3,0,0,0,0,0,63,0,1,0,1151.627205,1151.5899658203125,812.005708,339.349245,129.40937001258135,27.526593767106533,7.671117782592773,582.4403213337064,19.08665657043457,157.69555282592773,423.2400894165039,110.5437119603157,0.0,331.7830340266228,0.0,0.0,0.0,0.0,0.0,114.92624282836914,5.8884159326553345,32.529279708862305,4.3112985491752625
arxiv,cache_bf16,val,arxiv:val:000019:afbf83efcf3da599,19,19,large_h6_n10_s100_wikics_arxiv,afbf83efcf3da5999478e2f7e58fcecc35400cb3c4401303e814154a42eaf103,3,0,0,0,0,0,57,0,1,0,1265.19537,1265.1575927734375,955.269062,310.421801,357.419827952981,28.25156133621931,7.093450985848904,493.0032780393958,19.23833656311035,106.50540733337402,384.97065353393555,100.93747171759605,0.0,303.27151837944984,0.0,0.0,0.0,0.0,0.0,71.04547214508057,3.4261120557785034,29.225855827331543,2.785598635673523
arxiv,cache_bf16,val,arxiv:val:000020:dbd405fe94a09147,20,20,large_h6_n10_s100_wikics_arxiv,dbd405fe94a0914761f2690e252ab5f02774d2c32288555d28b65fa98b2eb936,3,0,0,0,0,0,63,0,1,0,1198.449888,1198.4124755859375,807.753128,390.660517,128.260163590312,27.604722417891026,7.8640468418598175,572.7105066180229,19.125856399536133,152.1773738861084,418.9711456298828,110.61497613787651,0.0,327.59898537397385,0.0,0.0,0.0,0.0,0.0,109.85273551940918,5.610879957675934,32.548415660858154,4.126271665096283
arxiv,cache_bf16,val,arxiv:val:000021:d051e1dec2fdf8ab,21,21,large_h6_n10_s100_wikics_arxiv,d051e1dec2fdf8ab788897adb9e17b8f3543bc60cfef74e047813b2fc343b801,3,0,0,0,0,0,62,0,1,0,1085.242107,1085.205810546875,780.048751,305.106282,125.36319717764854,27.376146987080574,7.731769233942032,550.0703193247318,19.042207717895508,135.96803092956543,412.5253143310547,108.87372797727585,0.0,322.69379407167435,0.0,0.0,0.0,0.0,0.0,95.64723110198975,4.853343963623047,31.842463970184326,3.650179862976074
arxiv,cache_bf16,val,arxiv:val:000022:8f46ddff5f16826d,22,22,large_h6_n10_s100_wikics_arxiv,8f46ddff5f16826d7791db79b925bf61248b84cafbcd6caeb7ce88994412dfad,3,0,0,0,0,0,48,0,1,0,893.17765,893.1437377929688,588.050242,304.853501,87.28855196386576,27.476823888719082,5.9960512444376945,406.62078838795424,19.11078453063965,85.98995208740234,319.3539810180664,86.26009619235992,0.0,252.1600284576416,0.0,0.0,0.0,0.0,0.0,56.50259208679199,2.679744005203247,24.54262351989746,2.2433278560638428
